0
0
1
6
70
58
66
37
126
49
194
275
13
73
4
14
30
18
10
6
2
8
44
1
9
4
114
128
68
1
254
14
42
17
0
94
187
36
24
132
101
12
6
40
75
1
18
24
9
10
0
0
5
17
14
2
3
6
15
69
180
84
27
133
37
18
11
12
10
15
15
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
1
0
0
0
0
0
0
103
26
348
47
35
21
240
0
188
203
257
3
68
83
18
50
28
0
12
27
2
0
11
13
15
10
68
24
53
105
197
8
109
19
47
22
12
7
6
0
0
0
0
